index,dft,mlip,pred,delta,abs_error
19,-0.277,omni-mpa,-0.1345215,0.14247850000000004,0.14247850000000004
19,-0.277,omni-omat24,-0.1334229,0.1435771,0.1435771
19,-0.277,orb_mpa,-0.2839355,-0.006935499999999983,0.006935499999999983
19,-0.277,orb_omat,-0.1361084,0.14089160000000003,0.14089160000000003
19,-0.277,dpa-mp,-0.184911,0.09208900000000003,0.09208900000000003
19,-0.277,dpa-omat,-0.1883905,0.08860950000000004,0.08860950000000004
19,-0.277,esen_omat,-0.2567139,0.02028610000000003,0.02028610000000003
20,-0.381,7net-0,0.08508301,0.46608301,0.46608301
20,-0.381,7net-l3i5,-0.3706055,0.010394500000000029,0.010394500000000029
20,-0.381,7net-omat,-0.3198242,0.0611758,0.0611758
20,-0.381,ompa-mpa,-0.3574219,0.02357809999999999,0.02357809999999999
20,-0.381,ompa-omat24,-0.3562012,0.02479880000000001,0.02479880000000001
20,-0.381,omni-mpa,-0.3457031,0.03529690000000002,0.03529690000000002
20,-0.381,omni-omat24,-0.333252,0.04774800000000001,0.04774800000000001
20,-0.381,orb_mpa,-0.4041748,-0.023174799999999995,0.023174799999999995
20,-0.381,orb_omat,-0.3267822,0.05421779999999998,0.05421779999999998
20,-0.381,dpa-mp,-0.3040478,0.07695220000000003,0.07695220000000003
20,-0.381,dpa-omat,-0.3082404,0.07275959999999998,0.07275959999999998
20,-0.381,esen_omat,-0.3311768,0.04982320000000001,0.04982320000000001
21,0.02,7net-0,-0.1159668,-0.1359668,0.1359668
21,0.02,7net-l3i5,-0.2875977,-0.30759770000000003,0.30759770000000003
21,0.02,7net-omat,0.04760742,0.027607419999999997,0.027607419999999997
21,0.02,ompa-mpa,0.03173828,0.01173828,0.01173828
21,0.02,ompa-omat24,0.0324707,0.012470699999999998,0.012470699999999998
21,0.02,omni-mpa,0.04284668,0.022846679999999998,0.022846679999999998
21,0.02,omni-omat24,0.04406738,0.024067380000000003,0.024067380000000003
21,0.02,orb_mpa,0.03674316,0.016743159999999997,0.016743159999999997
21,0.02,orb_omat,0.06518555,0.04518554999999999,0.04518554999999999
21,0.02,dpa-mp,0.0207454,0.0007454000000000002,0.0007454000000000002
21,0.02,dpa-omat,0.05011868,0.03011868,0.03011868
21,0.02,esen_omat,0.01098633,-0.00901367,0.00901367
22,-0.246,7net-0,0.12744141,0.37344141,0.37344141
22,-0.246,7net-l3i5,-0.3651123,-0.1191123,0.1191123
22,-0.246,7net-omat,-0.3280029,-0.08200289999999999,0.08200289999999999
22,-0.246,ompa-mpa,-0.3331299,-0.08712989999999998,0.08712989999999998
22,-0.246,ompa-omat24,-0.3341064,-0.08810640000000003,0.08810640000000003
22,-0.246,omni-mpa,-0.3221436,-0.07614359999999998,0.07614359999999998
22,-0.246,omni-omat24,-0.3283691,-0.08236910000000003,0.08236910000000003
22,-0.246,orb_mpa,-0.3709717,-0.12497170000000002,0.12497170000000002
22,-0.246,orb_omat,-0.3139648,-0.06796479999999999,0.06796479999999999
22,-0.246,dpa-mp,-0.297966,-0.05196600000000001,0.05196600000000001
22,-0.246,dpa-omat,-0.270583741,-0.024583740999999992,0.024583740999999992
22,-0.246,esen_omat,-0.2738037,-0.027803699999999987,0.027803699999999987
23,-0.233,7net-0,-0.0722656,0.1607344,0.1607344
23,-0.233,7net-l3i5,0.00708008,0.24008008,0.24008008
23,-0.233,7net-omat,-0.2043457,0.02865430000000002,0.02865430000000002
23,-0.233,ompa-mpa,-0.2785645,-0.04556449999999998,0.04556449999999998
23,-0.233,ompa-omat24,-0.2927246,-0.05972459999999999,0.05972459999999999
23,-0.233,omni-mpa,-0.2445068,-0.011506799999999984,0.011506799999999984
23,-0.233,omni-omat24,-0.2490234,-0.016023399999999993,0.016023399999999993
23,-0.233,orb_mpa,-0.3123779,-0.07937789999999997,0.07937789999999997
23,-0.233,orb_omat,-0.2728271,-0.039827099999999976,0.039827099999999976
23,-0.233,dpa-mp,-0.1965861,0.0364139,0.0364139
23,-0.233,dpa-omat,-0.1698002,0.0631998,0.0631998
23,-0.233,esen_omat,-0.255249,-0.02224899999999999,0.02224899999999999
