index,DFT,mlip,pred,delta,abs_error
6,0.12,DPA-omat,0.72498646,0.60498646,0.60498646
6,0.12,UMA-omc,4.393796725,4.2737967249999995,4.2737967249999995
6,0.12,UMA-omat,0.51542664,0.39542664000000005,0.39542664000000005
6,0.12,omni-mpa,0.46557617,0.34557617,0.34557617
6,0.12,omni-omat,0.64294434,0.52294434,0.52294434
6,0.12,omni-matpes_pbe,0.67443848,0.55443848,0.55443848
7,0.16,ompa-mpa,0.09008789,-0.06991211,0.06991211
7,0.16,ompa-omat,0.09265137,-0.06734863,0.06734863
7,0.16,MACE-mpa,0.10214374,-0.05785626000000001,0.05785626000000001
7,0.16,MACE-omat,0.10254898,-0.057451020000000005,0.057451020000000005
7,0.16,ORB-mpa,0.08740234,-0.07259766000000001,0.07259766000000001
7,0.16,ORB-omat,0.11071777,-0.04928223000000001,0.04928223000000001
7,0.16,eSEN-oam,0.042724609,-0.117275391,0.117275391
7,0.16,eSEN-omat,0.03173871,-0.12826129,0.12826129
7,0.16,DPA-mp,0.07776678,-0.08223322000000001,0.08223322000000001
7,0.16,DPA-omat,0.10416007,-0.05583993000000001,0.05583993000000001
7,0.16,UMA-omc,3.955577192,3.7955771919999997,3.7955771919999997
7,0.16,UMA-omat,0.10923767,-0.05076233000000001,0.05076233000000001
7,0.16,omni-mpa,0.04443359,-0.11556641000000001,0.11556641000000001
7,0.16,omni-omat,0.07373047,-0.08626953,0.08626953
7,0.16,omni-matpes_pbe,0.0645752,-0.0954248,0.0954248
8,0.13,ompa-mpa,0.09228516,-0.03771484,0.03771484
8,0.13,ompa-omat,0.11010742,-0.019892580000000007,0.019892580000000007
8,0.13,MACE-mpa,0.15889719,0.02889718999999999,0.02889718999999999
8,0.13,MACE-omat,0.12657327,-0.0034267300000000167,0.0034267300000000167
8,0.13,ORB-mpa,0.04345703,-0.08654297,0.08654297
8,0.13,ORB-omat,0.07043457,-0.05956543,0.05956543
8,0.13,eSEN-oam,-0.001586914,-0.131586914,0.131586914
8,0.13,eSEN-omat,0.00170898,-0.12829102,0.12829102
8,0.13,DPA-mp,0.07871118,-0.05128882,0.05128882
8,0.13,DPA-omat,0.13092601,0.0009260100000000049,0.0009260100000000049
8,0.13,UMA-omc,3.132077933,3.0020779330000003,3.0020779330000003
8,0.13,UMA-omat,0.07148743,-0.05851257,0.05851257
8,0.13,omni-mpa,-0.0197754,-0.1497754,0.1497754
8,0.13,omni-omat,0.04150391,-0.08849609,0.08849609
8,0.13,omni-matpes_pbe,0.04736328,-0.08263672,0.08263672
9,-0.09,ompa-mpa,-0.0429688,0.047031199999999995,0.047031199999999995
9,-0.09,ompa-omat,-0.0047607,0.08523929999999999,0.08523929999999999
9,-0.09,MACE-mpa,0.01552511,0.10552510999999999,0.10552510999999999
9,-0.09,MACE-omat,-0.1209933,-0.0309933,0.0309933
9,-0.09,ORB-mpa,-0.0305176,0.0594824,0.0594824
9,-0.09,ORB-omat,0.02416992,0.11416992,0.11416992
9,-0.09,eSEN-oam,-0.125610352,-0.03561035200000001,0.03561035200000001
9,-0.09,eSEN-omat,-0.1446533,-0.054653300000000016,0.054653300000000016
9,-0.09,DPA-mp,-0.0443515,0.045648499999999995,0.045648499999999995
9,-0.09,DPA-omat,0.03293949,0.12293949,0.12293949
9,-0.09,UMA-omc,8.830279196,8.920279196,8.920279196
9,-0.09,UMA-omat,-0.0400848,0.0499152,0.0499152
9,-0.09,omni-mpa,-0.151001,-0.061001,0.061001
9,-0.09,omni-omat,-0.0480957,0.0419043,0.0419043
9,-0.09,omni-matpes_pbe,-0.043457,0.046542999999999994,0.046542999999999994
10,-0.09,ompa-mpa,0.15234375,0.24234375,0.24234375
10,-0.09,ompa-omat,0.16381836,0.25381836,0.25381836
10,-0.09,MACE-mpa,0.20558295,0.29558295,0.29558295
10,-0.09,MACE-omat,0.08896986,0.17896985999999998,0.17896985999999998
10,-0.09,ORB-mpa,0.05786133,0.14786133,0.14786133
10,-0.09,ORB-omat,0.09777832,0.18777832,0.18777832
10,-0.09,eSEN-oam,0.011962891,0.101962891,0.101962891
10,-0.09,eSEN-omat,0.04711914,0.13711914,0.13711914
10,-0.09,DPA-mp,0.04738033,0.13738033,0.13738033
10,-0.09,DPA-omat,0.12780154,0.21780154,0.21780154
10,-0.09,UMA-omc,7.004172678,7.094172678,7.094172678
10,-0.09,UMA-omat,0.10028076,0.19028076,0.19028076
10,-0.09,omni-mpa,-0.0302734,0.0597266,0.0597266
10,-0.09,omni-omat,0.09448242,0.18448241999999998,0.18448241999999998
10,-0.09,omni-matpes_pbe,0.06860352,0.15860352,0.15860352
11,-0.65,ompa-mpa,-0.6262207,0.02377930000000006,0.02377930000000006
11,-0.65,ompa-omat,-0.5939941,0.05600590000000005,0.05600590000000005
11,-0.65,MACE-mpa,-0.6073962,0.04260379999999997,0.04260379999999997
11,-0.65,MACE-omat,-0.6558526,-0.005852599999999986,0.005852599999999986
11,-0.65,ORB-mpa,-0.6386719,0.011328100000000063,0.011328100000000063
11,-0.65,ORB-omat,-0.5761719,0.07382810000000006,0.07382810000000006
11,-0.65,eSEN-oam,-0.71472168,-0.06472168,0.06472168
11,-0.65,eSEN-omat,-0.739624,-0.08962399999999993,0.08962399999999993
11,-0.65,DPA-mp,-0.6116448,0.038355200000000034,0.038355200000000034
11,-0.65,DPA-omat,-0.5323728,0.11762720000000004,0.11762720000000004
11,-0.65,UMA-omc,10.42242436,11.072424360000001,11.072424360000001
11,-0.65,UMA-omat,-0.6547241,-0.004724100000000009,0.004724100000000009
11,-0.65,omni-mpa,-0.640625,0.009375000000000022,0.009375000000000022
11,-0.65,omni-omat,-0.5686035,0.08139649999999998,0.08139649999999998
11,-0.65,omni-matpes_pbe,-0.5404053,0.10959470000000004,0.10959470000000004
12,-1.67,ompa-mpa,-1.6635742,0.006425799999999926,0.006425799999999926
12,-1.67,ompa-omat,-1.6153564,0.0546435999999999,0.0546435999999999
12,-1.67,MACE-mpa,-1.369588,0.3004119999999999,0.3004119999999999
12,-1.67,MACE-omat,-1.6063068,0.0636931999999999,0.0636931999999999
12,-1.67,ORB-mpa,-1.2978516,0.37214839999999993,0.37214839999999993
12,-1.67,ORB-omat,-1.4594727,0.21052729999999986,0.21052729999999986
12,-1.67,eSEN-oam,-1.5593262,0.11067379999999982,0.11067379999999982
12,-1.67,eSEN-omat,-1.6279297,0.042070300000000005,0.042070300000000005
12,-1.67,DPA-mp,-1.2062516,0.46374839999999984,0.46374839999999984
12,-1.67,DPA-omat,-1.2503795,0.41962049999999995,0.41962049999999995
12,-1.67,UMA-omc,14.2981126,15.9681126,15.9681126
12,-1.67,UMA-omat,-1.4633179,0.20668209999999987,0.20668209999999987
12,-1.67,omni-mpa,-1.5526123,0.11738769999999987,0.11738769999999987
12,-1.67,omni-omat,-1.6468506,0.023149399999999876,0.023149399999999876
12,-1.67,omni-matpes_pbe,-1.6921387,-0.022138700000000178,0.022138700000000178
13,1.07,ompa-mpa,1.2791748,0.2091748,0.2091748
13,1.07,ompa-omat,1.31945801,0.2494580099999999,0.2494580099999999
13,1.07,MACE-mpa,0.57203213,-0.4979678700000001,0.4979678700000001
13,1.07,MACE-omat,1.59092829,0.5209282899999998,0.5209282899999998
13,1.07,ORB-mpa,1.00195313,-0.06804687000000009,0.06804687000000009
13,1.07,ORB-omat,0.94360352,-0.12639648000000003,0.12639648000000003
13,1.07,eSEN-oam,0.966064453,-0.10393554700000007,0.10393554700000007
13,1.07,eSEN-omat,0.98950195,-0.0804980500000001,0.0804980500000001
13,1.07,DPA-mp,0.97250557,-0.09749443000000002,0.09749443000000002
13,1.07,DPA-omat,1.32200485,0.25200484999999984,0.25200484999999984
13,1.07,UMA-omc,4.032479675,2.962479675,2.962479675
13,1.07,UMA-omat,1.21081543,0.14081542999999996,0.14081542999999996
13,1.07,omni-mpa,1.09729004,0.027290040000000015,0.027290040000000015
13,1.07,omni-omat,1.38354492,0.31354492,0.31354492
13,1.07,omni-matpes_pbe,1.41223145,0.3422314499999999,0.3422314499999999
14,1.5,ompa-mpa,1.36437988,-0.13562012,0.13562012
14,1.5,ompa-omat,1.44628906,-0.053710939999999985,0.053710939999999985
14,1.5,MACE-mpa,0.92499687,-0.57500313,0.57500313
14,1.5,MACE-omat,1.7704297,0.2704297,0.2704297
14,1.5,ORB-mpa,1.25109863,-0.24890137,0.24890137
14,1.5,ORB-omat,1.49108887,-0.00891112999999999,0.00891112999999999
14,1.5,eSEN-oam,1.3125,-0.1875,0.1875
14,1.5,eSEN-omat,1.30297852,-0.19702148000000008,0.19702148000000008
14,1.5,DPA-mp,1.22729886,-0.2727011399999999,0.2727011399999999
14,1.5,DPA-omat,1.60259929,0.1025992899999999,0.1025992899999999
14,1.5,UMA-omc,6.988294852,5.488294852,5.488294852
14,1.5,UMA-omat,1.55056763,0.050567629999999975,0.050567629999999975
14,1.5,omni-mpa,1.08361816,-0.4163818399999999,0.4163818399999999
14,1.5,omni-omat,1.53063965,0.030639649999999907,0.030639649999999907
14,1.5,omni-matpes_pbe,1.51525879,0.015258790000000078,0.015258790000000078
15,-0.043,ompa-mpa,-0.0509033,-0.007903300000000002,0.007903300000000002
15,-0.043,ompa-omat,-0.0550537,-0.0120537,0.0120537
15,-0.043,MACE-mpa,-0.0035779,0.039422099999999995,0.039422099999999995
15,-0.043,MACE-omat,-0.0068805,0.0361195,0.0361195
15,-0.043,ORB-mpa,-0.0811768,-0.0381768,0.0381768
15,-0.043,ORB-omat,-0.0445557,-0.0015557000000000001,0.0015557000000000001
15,-0.043,eSEN-oam,-0.0649414,-0.0219414,0.0219414
15,-0.043,eSEN-omat,-0.048584,-0.005584000000000006,0.005584000000000006
15,-0.043,DPA-mp,-0.0395155,0.0034844999999999945,0.0034844999999999945
15,-0.043,DPA-omat,-0.0289733,0.014026699999999996,0.014026699999999996
15,-0.043,UMA-omc,5.321077407,5.364077407,5.364077407
15,-0.043,UMA-omat,-0.0360718,0.0069281999999999955,0.0069281999999999955
15,-0.043,omni-mpa,-0.0576172,-0.014617200000000004,0.014617200000000004
15,-0.043,omni-omat,-0.0559082,-0.012908200000000002,0.012908200000000002
15,-0.043,omni-matpes_pbe,-0.0603027,-0.017302700000000004,0.017302700000000004
16,-0.239,ompa-mpa,-0.1408691,0.0981309,0.0981309
16,-0.239,ompa-omat,-0.1469727,0.09202729999999998,0.09202729999999998
16,-0.239,MACE-mpa,0.00228472,0.24128471999999998,0.24128471999999998
16,-0.239,MACE-omat,-0.0025427,0.23645729999999998,0.23645729999999998
16,-0.239,ORB-mpa,-0.2579346,-0.018934600000000024,0.018934600000000024
16,-0.239,ORB-omat,-0.1745605,0.06443949999999998,0.06443949999999998
16,-0.239,eSEN-oam,-0.3453369,-0.10633690000000001,0.10633690000000001
16,-0.239,eSEN-omat,-0.2584229,-0.01942290000000002,0.01942290000000002
16,-0.239,DPA-mp,0.03647029,0.27547029,0.27547029
16,-0.239,DPA-omat,-0.0313927,0.2076073,0.2076073
16,-0.239,UMA-omc,6.930081721,7.1690817209999995,7.1690817209999995
16,-0.239,UMA-omat,-0.2226868,0.0163132,0.0163132
16,-0.239,omni-mpa,-0.0950928,0.14390719999999999,0.14390719999999999
16,-0.239,omni-omat,-0.1031494,0.1358506,0.1358506
16,-0.239,omni-matpes_pbe,-0.0186768,0.2203232,0.2203232
17,0.246,ompa-mpa,0.13378906,-0.11221094000000001,0.11221094000000001
17,0.246,ompa-omat,0.13366699,-0.11233300999999998,0.11233300999999998
17,0.246,MACE-mpa,0.12600682,-0.11999318,0.11999318
17,0.246,MACE-omat,0.20629126,-0.03970873999999999,0.03970873999999999
17,0.246,ORB-mpa,0.13098145,-0.11501855,0.11501855
17,0.246,ORB-omat,0.16369629,-0.08230371,0.08230371
17,0.246,eSEN-oam,0.15795898,-0.08804102,0.08804102
17,0.246,eSEN-omat,0.16540527,-0.08059473,0.08059473
17,0.246,DPA-mp,0.21519375,-0.030806250000000007,0.030806250000000007
17,0.246,DPA-omat,0.20194161,-0.04405839,0.04405839
17,0.246,UMA-omc,0.613094175,0.36709417499999997,0.36709417499999997
17,0.246,UMA-omat,0.20195007,-0.04404992999999999,0.04404992999999999
17,0.246,omni-mpa,0.11938477,-0.12661523,0.12661523
17,0.246,omni-omat,0.14416504,-0.10183496,0.10183496
17,0.246,omni-matpes_pbe,0.14465332,-0.10134668,0.10134668
18,0.079,ompa-mpa,0.0769043,-0.002095700000000006,0.002095700000000006
18,0.079,ompa-omat,0.07727051,-0.0017294900000000002,0.0017294900000000002
18,0.079,MACE-mpa,0.0528354,-0.026164600000000003,0.026164600000000003
18,0.079,MACE-omat,0.00076662,-0.07823338,0.07823338
18,0.079,ORB-mpa,-0.0319824,-0.11098240000000001,0.11098240000000001
18,0.079,ORB-omat,0.00622559,-0.07277441,0.07277441
18,0.079,eSEN-oam,-0.0114598,-0.0904598,0.0904598
18,0.079,eSEN-omat,0.00244141,-0.07655859,0.07655859
18,0.079,DPA-mp,0.04670179,-0.03229821,0.03229821
18,0.079,DPA-omat,0.05973661,-0.01926339,0.01926339
18,0.079,UMA-omc,7.046692176,6.967692176,6.967692176
18,0.079,UMA-omat,0.02627563,-0.05272437,0.05272437
18,0.079,omni-mpa,0.06408691,-0.014913090000000004,0.014913090000000004
18,0.079,omni-omat,0.06555176,-0.01344824,0.01344824
18,0.079,omni-matpes_pbe,0.07983398,0.0008339799999999981,0.0008339799999999981
19,-0.277,ompa-mpa,-0.1849365,0.09206350000000002,0.09206350000000002
19,-0.277,ompa-omat,-0.190918,0.08608200000000002,0.08608200000000002
19,-0.277,MACE-mpa,-0.1344307,0.14256930000000004,0.14256930000000004
19,-0.277,MACE-omat,-0.1116782,0.16532180000000002,0.16532180000000002
19,-0.277,ORB-mpa,-0.2672119,0.009788100000000022,0.009788100000000022
19,-0.277,ORB-omat,-0.1362305,0.14076950000000002,0.14076950000000002
19,-0.277,eSEN-oam,-0.3041992,-0.02719919999999998,0.02719919999999998
19,-0.277,eSEN-omat,-0.256958,0.020042000000000004,0.020042000000000004
19,-0.277,DPA-mp,-0.1849592,0.09204080000000003,0.09204080000000003
19,-0.277,DPA-omat,-0.1883621,0.08863790000000002,0.08863790000000002
19,-0.277,UMA-omc,-1.545262727,-1.2682627269999998,1.2682627269999998
19,-0.277,UMA-omat,-0.2404175,0.03658250000000002,0.03658250000000002
19,-0.277,omni-mpa,-0.1147461,0.1622539,0.1622539
19,-0.277,omni-omat,-0.1124268,0.16457320000000003,0.16457320000000003
19,-0.277,omni-matpes_pbe,-0.0437012,0.23329880000000003,0.23329880000000003
20,-0.381,ompa-mpa,-0.357666,0.02333400000000002,0.02333400000000002
20,-0.381,ompa-omat,-0.3562012,0.02479880000000001,0.02479880000000001
20,-0.381,MACE-mpa,-0.3190378,0.06196220000000002,0.06196220000000002
20,-0.381,MACE-omat,-0.2010745,0.17992550000000002,0.17992550000000002
20,-0.381,ORB-mpa,-0.3684082,0.012591799999999986,0.012591799999999986
20,-0.381,ORB-omat,-0.3269043,0.054095700000000024,0.054095700000000024
20,-0.381,eSEN-oam,-0.3959961,-0.014996100000000012,0.014996100000000012
20,-0.381,eSEN-omat,-0.3310547,0.049945300000000026,0.049945300000000026
20,-0.381,DPA-mp,-0.3040898,0.07691019999999998,0.07691019999999998
20,-0.381,DPA-omat,-0.3082463,0.07275370000000003,0.07275370000000003
20,-0.381,UMA-omc,-4.923915754,-4.542915754,4.542915754
20,-0.381,UMA-omat,-0.3302002,0.050799800000000006,0.050799800000000006
20,-0.381,omni-mpa,-0.30896,0.07203999999999999,0.07203999999999999
20,-0.381,omni-omat,-0.3181152,0.06288480000000002,0.06288480000000002
20,-0.381,omni-matpes_pbe,-0.2822266,0.09877340000000001,0.09877340000000001
21,0.02,ompa-mpa,0.03198242,0.011982419999999997,0.011982419999999997
21,0.02,ompa-omat,0.0324707,0.012470699999999998,0.012470699999999998
21,0.02,MACE-mpa,0.07641431,0.056414309999999995,0.056414309999999995
21,0.02,MACE-omat,0.1213385,0.1013385,0.1013385
21,0.02,ORB-mpa,0.03735352,0.01735352,0.01735352
21,0.02,ORB-omat,0.06518555,0.04518554999999999,0.04518554999999999
21,0.02,eSEN-oam,-0.022583,-0.042582999999999996,0.042582999999999996
21,0.02,eSEN-omat,0.01098633,-0.00901367,0.00901367
21,0.02,DPA-mp,0.02071226,0.0007122599999999993,0.0007122599999999993
21,0.02,DPA-omat,0.05007863,0.03007863,0.03007863
21,0.02,UMA-omc,7.06484377,7.044843770000001,7.044843770000001
21,0.02,UMA-omat,0.02926636,0.009266360000000001,0.009266360000000001
21,0.02,omni-mpa,0.02124023,0.0012402299999999984,0.0012402299999999984
21,0.02,omni-omat,0.02868652,0.00868652,0.00868652
21,0.02,omni-matpes_pbe,0.03564453,0.01564453,0.01564453
22,-0.246,ompa-mpa,-0.3331299,-0.08712989999999998,0.08712989999999998
22,-0.246,ompa-omat,-0.3341064,-0.08810640000000003,0.08810640000000003
22,-0.246,MACE-mpa,-0.4701871,-0.22418710000000003,0.22418710000000003
22,-0.246,MACE-omat,-0.249435,-0.0034349999999999936,0.0034349999999999936
22,-0.246,ORB-mpa,-0.3504639,-0.1044639,0.1044639
22,-0.246,ORB-omat,-0.3139648,-0.06796479999999999,0.06796479999999999
22,-0.246,eSEN-oam,-0.299542773,-0.05354277299999999,0.05354277299999999
22,-0.246,eSEN-omat,-0.2739262,-0.027926200000000012,0.027926200000000012
22,-0.246,DPA-mp,-0.2980132,-0.05201319999999998,0.05201319999999998
22,-0.246,DPA-omat,-0.2705955,-0.024595499999999992,0.024595499999999992
22,-0.246,UMA-omc,-3.081530998,-2.835530998,2.835530998
22,-0.246,UMA-omat,-0.2479553,-0.001955299999999993,0.001955299999999993
22,-0.246,omni-mpa,-0.2299805,0.016019499999999992,0.016019499999999992
22,-0.246,omni-omat,-0.2548828,-0.008882800000000024,0.008882800000000024
22,-0.246,omni-matpes_pbe,-0.255127,-0.009126999999999996,0.009126999999999996
23,-0.233,ompa-mpa,-0.2790527,-0.046052699999999974,0.046052699999999974
23,-0.233,ompa-omat,-0.2927246,-0.05972459999999999,0.05972459999999999
23,-0.233,MACE-mpa,-0.1429034,0.0900966,0.0900966
23,-0.233,MACE-omat,-0.1260603,0.10693970000000003,0.10693970000000003
23,-0.233,ORB-mpa,-0.3110352,-0.0780352,0.0780352
23,-0.233,ORB-omat,-0.2729492,-0.03994919999999999,0.03994919999999999
23,-0.233,eSEN-oam,-0.293457,-0.06045700000000001,0.06045700000000001
23,-0.233,eSEN-omat,-0.255127,-0.02212699999999998,0.02212699999999998
23,-0.233,DPA-mp,-0.1966083,0.0363917,0.0363917
23,-0.233,DPA-omat,-0.1698432,0.06315680000000001,0.06315680000000001
23,-0.233,UMA-omc,-3.269447286,-3.036447286,3.036447286
23,-0.233,UMA-omat,-0.2172241,0.01577590000000001,0.01577590000000001
23,-0.233,omni-mpa,-0.2070313,0.02596870000000001,0.02596870000000001
23,-0.233,omni-omat,-0.2368164,-0.0038163999999999976,0.0038163999999999976
23,-0.233,omni-matpes_pbe,-0.2010498,0.03195020000000001,0.03195020000000001
