DFT,model,pred,delta,abs_error
-1.67,UMA-omat,-1.4633179,0.20668209999999987,0.20668209999999987
1.07,UMA-omat,1.21081543,0.14081542999999996,0.14081542999999996
1.5,UMA-omat,,,
0.47,omni-mpa,0.60266113,0.13266113000000002,0.13266113000000002
-0.01,omni-mpa,0.01159668,0.02159668,0.02159668
0.68,omni-mpa,1.05090332,0.3709033199999999,0.3709033199999999
0.47,omni-mpa,0.32324219,-0.14675781,0.14675781
0.34,omni-mpa,0.79858398,0.45858397999999995,0.45858397999999995
0.58,omni-mpa,0.88842773,0.30842773,0.30842773
0.12,omni-mpa,0.46557617,0.34557617,0.34557617
0.16,omni-mpa,0.04443359,-0.11556641000000001,0.11556641000000001
0.13,omni-mpa,-0.0197754,-0.1497754,0.1497754
-0.09,omni-mpa,-0.151001,-0.061001,0.061001
-0.09,omni-mpa,-0.0302734,0.0597266,0.0597266
-0.65,omni-mpa,-0.640625,0.009375000000000022,0.009375000000000022
-1.67,omni-mpa,-1.5526123,0.11738769999999987,0.11738769999999987
1.07,omni-mpa,1.09729004,0.027290040000000015,0.027290040000000015
1.5,omni-mpa,1.08361816,-0.4163818399999999,0.4163818399999999
0.47,omni-omat,0.74755859,0.27755859000000005,0.27755859000000005
-0.01,omni-omat,0.08544922,0.09544922,0.09544922
0.68,omni-omat,1.31030273,0.63030273,0.63030273
0.47,omni-omat,0.43444824,-0.03555175999999999,0.03555175999999999
0.34,omni-omat,0.93652344,0.5965234399999999,0.5965234399999999
0.58,omni-omat,1.04858398,0.4685839800000001,0.4685839800000001
0.12,omni-omat,0.64294434,0.52294434,0.52294434
0.16,omni-omat,0.07373047,-0.08626953,0.08626953
0.13,omni-omat,0.04150391,-0.08849609,0.08849609
-0.09,omni-omat,-0.0480957,0.0419043,0.0419043
-0.09,omni-omat,0.09448242,0.18448241999999998,0.18448241999999998
-0.65,omni-omat,-0.5686035,0.08139649999999998,0.08139649999999998
-1.67,omni-omat,-1.6468506,0.023149399999999876,0.023149399999999876
1.07,omni-omat,1.38354492,0.31354492,0.31354492
1.5,omni-omat,1.53063965,0.030639649999999907,0.030639649999999907
0.47,omni-matpes_pbe,0.74951172,0.27951172,0.27951172
-0.01,omni-matpes_pbe,0.09301758,0.10301758,0.10301758
0.68,omni-matpes_pbe,1.3482666,0.6682666,0.6682666
0.47,omni-matpes_pbe,0.44055176,-0.02944823999999996,0.02944823999999996
0.34,omni-matpes_pbe,0.94128418,0.60128418,0.60128418
0.58,omni-matpes_pbe,1.1114502,0.5314502,0.5314502
0.12,omni-matpes_pbe,0.67443848,0.55443848,0.55443848
0.16,omni-matpes_pbe,0.0645752,-0.0954248,0.0954248
0.13,omni-matpes_pbe,0.04736328,-0.08263672,0.08263672
-0.09,omni-matpes_pbe,-0.043457,0.046542999999999994,0.046542999999999994
-0.09,omni-matpes_pbe,0.06860352,0.15860352,0.15860352
-0.65,omni-matpes_pbe,-0.5404053,0.10959470000000004,0.10959470000000004
-1.67,omni-matpes_pbe,-1.6921387,-0.022138700000000178,0.022138700000000178
1.07,omni-matpes_pbe,1.41223145,0.3422314499999999,0.3422314499999999
1.5,omni-matpes_pbe,1.51525879,0.015258790000000078,0.015258790000000078
